1.8933,2.8899,3.8865,4.8832,5.8798,6.8764,7.873,8.8696,9.8662,10.863,11.859,12.856,13.853,14.849,15.846,16.843,17.839,18.836,19.832,20.829,21.826,22.822,23.819,24.815,25.812,26.809,27.805,28.802,29.798,30.795,31.792,32.788,33.785,34.782,35.778,36.775,37.771,38.768,39.765,40.761,41.758,42.754,43.751,44.748,45.744,46.741,47.738,48.734,49.731,50.727,51.724,52.721,53.717,54.714,55.71,56.707,57.704,58.7,59.697,60.693,61.69,62.687,63.683,64.68,65.677,66.673,67.67,68.666,69.663,70.66,71.656,72.653,73.649,74.646,75.643,76.639,77.636,78.633,79.629,80.626,81.622,82.619,83.616,84.612,85.609,86.605,87.602,88.599,89.595,90.592,91.589,92.585,93.582,94.578,95.575,96.572,97.568,98.565,99.561,100.56
2.79,3.7866,4.7832,5.7799,6.7765,7.7731,8.7697,9.7663,10.763,11.76,12.756,13.753,14.749,15.746,16.743,17.739,18.736,19.732,20.729,21.726,22.722,23.719,24.716,25.712,26.709,27.705,28.702,29.699,30.695,31.692,32.688,33.685,34.682,35.678,36.675,37.671,38.668,39.665,40.661,41.658,42.655,43.651,44.648,45.644,46.641,47.638,48.634,49.631,50.627,51.624,52.621,53.617,54.614,55.611,56.607,57.604,58.6,59.597,60.594,61.59,62.587,63.583,64.58,65.577,66.573,67.57,68.566,69.563,70.56,71.556,72.553,73.55,74.546,75.543,76.539,77.536,78.533,79.529,80.526,81.522,82.519,83.516,84.512,85.509,86.506,87.502,88.499,89.495,90.492,91.489,92.485,93.482,94.478,95.475,96.472,97.468,98.465,99.461,100.46,101.45
3.6867,4.6833,5.6799,6.6766,7.6732,8.6698,9.6664,10.663,11.66,12.656,13.653,14.649,15.646,16.643,17.639,18.636,19.633,20.629,21.626,22.622,23.619,24.616,25.612,26.609,27.605,28.602,29.599,30.595,31.592,32.589,33.585,34.582,35.578,36.575,37.572,38.568,39.565,40.561,41.558,42.555,43.551,44.548,45.544,46.541,47.538,48.534,49.531,50.528,51.524,52.521,53.517,54.514,55.511,56.507,57.504,58.5,59.497,60.494,61.49,62.487,63.484,64.48,65.477,66.473,67.47,68.467,69.463,70.46,71.456,72.453,73.45,74.446,75.443,76.439,77.436,78.433,79.429,80.426,81.423,82.419,83.416,84.412,85.409,86.406,87.402,88.399,89.395,90.392,91.389,92.385,93.382,94.379,95.375,96.372,97.368,98.365,99.362,100.36,101.35,102.35
4.5834,5.58,6.5766,7.5733,8.5699,9.5665,10.563,11.56,12.556,13.553,14.55,15.546,16.543,17.539,18.536,19.533,20.529,21.526,22.522,23.519,24.516,25.512,26.509,27.506,28.502,29.499,30.495,31.492,32.489,33.485,34.482,35.478,36.475,37.472,38.468,39.465,40.461,41.458,42.455,43.451,44.448,45.445,46.441,47.438,48.434,49.431,50.428,51.424,52.421,53.417,54.414,55.411,56.407,57.404,58.401,59.397,60.394,61.39,62.387,63.384,64.38,65.377,66.373,67.37,68.367,69.363,70.36,71.357,72.353,73.35,74.346,75.343,76.34,77.336,78.333,79.329,80.326,81.323,82.319,83.316,84.312,85.309,86.306,87.302,88.299,89.296,90.292,91.289,92.285,93.282,94.279,95.275,96.272,97.268,98.265,99.262,100.26,101.25,102.25,103.25
5.4801,6.4767,7.4734,8.47,9.4666,10.463,11.46,12.456,13.453,14.45,15.446,16.443,17.439,18.436,19.433,20.429,21.426,22.423,23.419,24.416,25.412,26.409,27.406,28.402,29.399,30.395,31.392,32.389,33.385,34.382,35.379,36.375,37.372,38.368,39.365,40.362,41.358,42.355,43.351,44.348,45.345,46.341,47.338,48.334,49.331,50.328,51.324,52.321,53.318,54.314,55.311,56.307,57.304,58.301,59.297,60.294,61.29,62.287,63.284,64.28,65.277,66.274,67.27,68.267,69.263,70.26,71.257,72.253,73.25,74.246,75.243,76.24,77.236,78.233,79.23,80.226,81.223,82.219,83.216,84.213,85.209,86.206,87.202,88.199,89.196,90.192,91.189,92.185,93.182,94.179,95.175,96.172,97.169,98.165,99.162,100.16,101.15,102.15,103.15,104.14
6.3768,7.3734,8.3701,9.3667,10.363,11.36,12.357,13.353,14.35,15.346,16.343,17.34,18.336,19.333,20.329,21.326,22.323,23.319,24.316,25.312,26.309,27.306,28.302,29.299,30.296,31.292,32.289,33.285,34.282,35.279,36.275,37.272,38.268,39.265,40.262,41.258,42.255,43.252,44.248,45.245,46.241,47.238,48.235,49.231,50.228,51.224,52.221,53.218,54.214,55.211,56.207,57.204,58.201,59.197,60.194,61.191,62.187,63.184,64.18,65.177,66.174,67.17,68.167,69.163,70.16,71.157,72.153,73.15,74.147,75.143,76.14,77.136,78.133,79.13,80.126,81.123,82.119,83.116,84.113,85.109,86.106,87.102,88.099,89.096,90.092,91.089,92.086,93.082,94.079,95.075,96.072,97.069,98.065,99.062,100.06,101.06,102.05,103.05,104.04,105.04
7.2735,8.2701,9.2668,10.263,11.26,12.257,13.253,14.25,15.246,16.243,17.24,18.236,19.233,20.23,21.226,22.223,23.219,24.216,25.213,26.209,27.206,28.202,29.199,30.196,31.192,32.189,33.185,34.182,35.179,36.175,37.172,38.169,39.165,40.162,41.158,42.155,43.152,44.148,45.145,46.141,47.138,48.135,49.131,50.128,51.125,52.121,53.118,54.114,55.111,56.108,57.104,58.101,59.097,60.094,61.091,62.087,63.084,64.08,65.077,66.074,67.07,68.067,69.064,70.06,71.057,72.053,73.05,74.047,75.043,76.04,77.036,78.033,79.03,80.026,81.023,82.02,83.016,84.013,85.009,86.006,87.003,87.999,88.996,89.992,90.989,91.986,92.982,93.979,94.975,95.972,96.969,97.965,98.962,99.959,100.96,101.95,102.95,103.95,104.94,105.94
8.1702,9.1668,10.163,11.16,12.157,13.153,14.15,15.147,16.143,17.14,18.136,19.133,20.13,21.126,22.123,23.119,24.116,25.113,26.109,27.106,28.102,29.099,30.096,31.092,32.089,33.086,34.082,35.079,36.075,37.072,38.069,39.065,40.062,41.058,42.055,43.052,44.048,45.045,46.042,47.038,48.035,49.031,50.028,51.025,52.021,53.018,54.014,55.011,56.008,57.004,58.001,58.998,59.994,60.991,61.987,62.984,63.981,64.977,65.974,66.97,67.967,68.964,69.96,70.957,71.953,72.95,73.947,74.943,75.94,76.937,77.933,78.93,79.926,80.923,81.92,82.916,83.913,84.909,85.906,86.903,87.899,88.896,89.893,90.889,91.886,92.882,93.879,94.876,95.872,96.869,97.865,98.862,99.859,100.86,101.85,102.85,103.85,104.84,105.84,106.83
9.0669,10.064,11.06,12.057,13.053,14.05,15.047,16.043,17.04,18.036,19.033,20.03,21.026,22.023,23.02,24.016,25.013,26.009,27.006,28.003,28.999,29.996,30.992,31.989,32.986,33.982,34.979,35.975,36.972,37.969,38.965,39.962,40.959,41.955,42.952,43.948,44.945,45.942,46.938,47.935,48.931,49.928,50.925,51.921,52.918,53.915,54.911,55.908,56.904,57.901,58.898,59.894,60.891,61.887,62.884,63.881,64.877,65.874,66.87,67.867,68.864,69.86,70.857,71.854,72.85,73.847,74.843,75.84,76.837,77.833,78.83,79.826,80.823,81.82,82.816,83.813,84.81,85.806,86.803,87.799,88.796,89.793,90.789,91.786,92.782,93.779,94.776,95.772,96.769,97.766,98.762,99.759,100.76,101.75,102.75,103.75,104.74,105.74,106.74,107.73
9.9636,10.96,11.957,12.953,13.95,14.947,15.943,16.94,17.937,18.933,19.93,20.926,21.923,22.92,23.916,24.913,25.909,26.906,27.903,28.899,29.896,30.893,31.889,32.886,33.882,34.879,35.876,36.872,37.869,38.865,39.862,40.859,41.855,42.852,43.848,44.845,45.842,46.838,47.835,48.832,49.828,50.825,51.821,52.818,53.815,54.811,55.808,56.804,57.801,58.798,59.794,60.791,61.788,62.784,63.781,64.777,65.774,66.771,67.767,68.764,69.76,70.757,71.754,72.75,73.747,74.743,75.74,76.737,77.733,78.73,79.727,80.723,81.72,82.716,83.713,84.71,85.706,86.703,87.699,88.696,89.693,90.689,91.686,92.683,93.679,94.676,95.672,96.669,97.666,98.662,99.659,100.66,101.65,102.65,103.65,104.64,105.64,106.64,107.63,108.63
