1,92.6
1.05,92.6
1.1,92.6
1.15,92.6
1.2,92.6
1.25,91.2
1.3,91.2
1.35,91.2
1.4,91.2
1.45,91.2
1.5,91.2
1.55,91.2
1.6,91.2
1.65,91.2
1.7,91.2
1.75,91.2
1.8,91.2
1.85,91.2
1.9,91.2
1.95,91.2
2,91.2
2.05,91.2
2.1,91.2
2.15,91.2
2.2,91.2
2.25,85.6
2.3,85.6
2.35,85.6
2.4,85.6
2.45,85.6
2.5,85.6
2.55,85.6
2.6,85.6
2.65,85.6
2.7,85.6
2.75,85.6
2.8,85.6
2.85,85.6
2.9,85.6
2.95,85.6
3,85.6
3.05,85.6
3.1,85.6
3.15,85.6
3.2,85.6
3.25,79.6
3.3,79.6
3.35,79.6
3.4,79.6
3.45,79.6
3.5,79.6
3.55,79.6
3.6,79.6
3.65,79.6
3.7,79.6
3.75,79.6
3.8,79.6
3.85,79.6
3.9,79.6
3.95,79.6
4,79.6
4.05,79.6
4.1,79.6
4.15,79.6
4.2,79.6
4.25,73.3
4.3,73.3
4.35,73.3
4.4,73.3
4.45,73.3
4.5,73.3
4.55,73.3
4.6,73.3
4.65,73.3
4.7,73.3
4.75,73.3
4.8,73.3
4.85,73.3
4.9,73.3
4.95,73.3
5,73.3
5.05,73.3
5.1,73.3
5.15,73.3
5.2,73.3
5.25,66.6
5.3,66.6
5.35,66.6
5.4,66.6
5.45,66.6
5.5,66.6
5.55,66.6
5.6,66.6
5.65,66.6
5.7,66.6
5.75,66.6
5.8,66.6
5.85,66.6
5.9,66.6
5.95,66.6
6,66.6
6.05,66.6
6.1,66.6
6.15,66.6
6.2,66.6
6.25,59.6
6.3,59.6
6.35,59.6
6.4,59.6
6.45,59.6
6.5,59.6
6.55,59.6
6.6,59.6
6.65,59.6
6.7,59.6
6.75,59.6
6.8,59.6
6.85,59.6
6.9,59.6
6.95,59.6
7,59.6
7.05,59.6
7.1,59.6
7.15,59.6
7.2,59.6
7.25,52.2
7.3,52.2
7.35,52.2
7.4,52.2
7.45,52.2
7.5,52.2
7.55,52.2
7.6,52.2
7.65,52.2
7.7,52.2
7.75,52.2
7.8,52.2
7.85,52.2
7.9,52.2
7.95,52.2
8,52.2
8.05,52.2
8.1,52.2
8.15,52.2
8.2,52.2
8.25,44.5
8.3,44.5
8.35,44.5
8.4,44.5
8.45,44.5
8.5,44.5
8.55,44.5
8.6,44.5
8.65,44.5
8.7,44.5
8.75,44.5
8.8,44.5
8.85,44.5
8.9,44.5
8.95,44.5
9,44.5
9.05,44.5
9.1,44.5
9.15,44.5
9.2,44.5
9.25,36.4
9.3,36.4
9.35,36.4
9.4,36.4
9.45,36.4
9.5,36.4
9.55,36.4
9.6,36.4
9.65,36.4
9.7,36.4
9.75,36.4
9.8,36.4
9.85,36.4
9.9,36.4
9.95,36.4
10,36.4
10.05,36.4
10.1,36.4
10.15,36.4
10.2,36.4
10.25,28
10.3,28
10.35,28
10.4,28
10.45,28
10.5,28
10.55,28
10.6,28
10.65,28
10.7,28
10.75,28
10.8,28
10.85,28
10.9,28
10.95,28
11,28
11.05,28
11.1,28
11.15,28
11.2,28
11.25,23.3
11.3,23.3
11.35,23.3
11.4,23.3
11.45,23.3
11.5,23.3
11.55,23.3
11.6,23.3
11.65,23.3
11.7,23.3
11.75,23.3
11.8,23.3
11.85,23.3
11.9,23.3
11.95,23.3
12,23.3
12.05,23.3
12.1,23.3
12.15,23.3
12.2,23.3
12.25,18.7
12.3,18.7
12.35,18.7
12.4,18.7
12.45,18.7
12.5,18.7
12.55,18.7
12.6,18.7
12.65,18.7
12.7,18.7
12.75,18.7
12.8,18.7
12.85,18.7
12.9,18.7
12.95,18.7
13,18.7
13.05,18.7
13.1,18.7
13.15,18.7
13.2,18.7
13.25,9.9
13.3,9.9
13.35,9.9
13.4,9.9
13.45,9.9
13.5,9.9
13.55,9.9
13.6,9.9
13.65,9.9
13.7,9.9
13.75,9.9
13.8,9.9
13.85,9.9
13.9,9.9
13.95,9.9
14,9.9
14.05,9.9
14.1,9.9
14.15,9.9
14.2,9.9
14.25,4.9
14.3,4.9
14.35,4.9
14.4,4.9
14.45,4.9
14.5,4.9
14.55,4.9
14.6,4.9
14.65,4.9
14.7,4.9
14.75,4.9
14.8,4.9
14.85,4.9
14.9,4.9
14.95,4.9
15,4.9
15.05,4.9
15.1,4.9
15.15,4.9
15.2,4.9
15.25,0
15.3,0
15.35,0
15.4,0
15.45,0
15.5,0
15.55,0
15.6,0
15.65,0
15.7,0
15.75,0
15.8,0
15.85,0
15.9,0
15.95,0
16,0
16.05,0
16.1,0
16.15,0
16.2,0
16.25,0
16.3,0
16.35,0
16.4,0
16.45,0
16.5,0
16.55,0
16.6,0
16.65,0
16.7,0
16.75,0
16.8,0
16.85,0
16.9,0
16.95,0
17,0
17.05,0
17.1,0
17.15,0
17.2,0
17.25,0
17.3,0
17.35,0
17.4,0
17.45,0
17.5,0
17.55,0
17.6,0
17.65,0
17.7,0
17.75,0
17.8,0
17.85,0
17.9,0
17.95,0
18,0
18.05,0
18.1,0
18.15,0
18.2,0
18.25,0
18.3,0
18.35,0
18.4,0
18.45,0
18.5,0
18.55,0
18.6,0
18.65,0
18.7,0
18.75,0
18.8,0
18.85,0
18.9,0
18.95,0
19,0
19.05,0
19.1,0
19.15,0
19.2,0
19.25,0
19.3,0
19.35,0
19.4,0
19.45,0
19.5,0
19.55,0
19.6,0
19.65,0
19.7,0
19.75,0
19.8,0
19.85,0
19.9,0
19.95,0
20,0
20.05,0
20.1,0
20.15,0
20.2,0
